"image_name","Type_1","Type_2","Type_3"
"505.jpg",0.290782519240872,0.689266934122976,0.0199505466361515
"472.jpg",0.584193340179351,0.168959793911161,0.246846865909488
"262.jpg",0.227656596074378,0.59309880158047,0.179244602345152
"290.jpg",0.0197760324847352,0.300746887410791,0.679477080104474
"506.jpg",0.315358554055442,0.61692000354728,0.0677214423972782
"24.jpg",0.464306638708269,0.357613016438059,0.178080344853671
"162.jpg",0.0702523419186186,0.71125582721094,0.218491830870441
"65.jpg",0.824748682607337,0.144990352615484,0.0302609647771783
"451.jpg",0.0199701845899943,0.292106701009017,0.687923114400988
"100.jpg",0.300536245800841,0.653264340069515,0.0461994141296449
"486.jpg",0.0322032715052358,0.467293732355809,0.500502996138955
"118.jpg",0.019928538371672,0.111856613070251,0.868214848558077
"257.jpg",0.0213405722922549,0.94923378930916,0.0294256383985851
"328.jpg",0.0488477853585894,0.574397945099736,0.376754269541674
"443.jpg",0.210569108005281,0.450305094583439,0.33912579741128
"189.jpg",0.0198958312773632,0.239565354152579,0.740538814570058
"313.jpg",0.019794222352657,0.489756166990257,0.490449610657086
"447.jpg",0.0522263881316486,0.822051185862242,0.12572242600611
"39.jpg",0.405760746936872,0.384930325228075,0.209308927835054
"81.jpg",0.111368613114504,0.335926209925636,0.55270517695986
"382.jpg",0.934225048803577,0.0460756083779761,0.019699342818447
"384.jpg",0.0197600695684631,0.165627681738138,0.814612248693399
"373.jpg",0.73702640439643,0.179114016578978,0.0838595790245916
"333.jpg",0.0518925283809627,0.149488290752917,0.79861918086612
"186.jpg",0.05600904196487,0.747046158704443,0.196944799330686
"432.jpg",0.0849791356166393,0.310986830785106,0.604034033598254
"462.jpg",0.419381834809252,0.434801319372847,0.145816845817901
"176.jpg",0.104788437909411,0.194558890528854,0.700652671561735
"430.jpg",0.106311675717699,0.560569627267904,0.333118697014397
"236.jpg",0.082268095280756,0.815382170448316,0.102349734270928
"276.jpg",0.163384348154,0.21560588479,0.621009767056
"212.jpg",0.0548932481921986,0.781178837874407,0.163927913933394
"103.jpg",0.0879539209587298,0.439051316642891,0.472994762398379
"164.jpg",0.0790309149171761,0.747563708609703,0.173405376473121
"57.jpg",0.384439381841458,0.510971848003251,0.104588770155291
"348.jpg",0.0265534014762215,0.378591414740368,0.594855183783411
"340.jpg",0.611908784330886,0.308922256396719,0.0791689592723954
"350.jpg",0.143717919103081,0.37088752898219,0.485394551914728
"228.jpg",0.150978982449,0.380953788757,0.468067228794
"88.jpg",0.392582664280244,0.502032134576016,0.10538520114374
"360.jpg",0.125551506816666,0.854504115573382,0.0199443776099519
"412.jpg",0.176575630903,0.610869765282,0.212554603815
"241.jpg",0.156650951379671,0.785250156568688,0.0580988920516406
"177.jpg",0.0533286810666359,0.926776668915318,0.019894650018046
"267.jpg",0.376155879895802,0.563957611900653,0.0598865082035449
"107.jpg",0.0197554357875118,0.771543044646454,0.208701519566034
"465.jpg",0.043705428552458,0.936636977261365,0.0196575941861774
"249.jpg",0.177964489338573,0.669022480787085,0.153013029874342
"331.jpg",0.62724261307654,0.317183041624927,0.0555743452985333
"27.jpg",0.0197052179628659,0.477342218004337,0.502952564032797
"431.jpg",0.941345081209484,0.0389001570062091,0.0197547617843064
"5.jpg",0.608891249884671,0.371347546201719,0.0197612039136103
"205.jpg",0.0521789275754833,0.225112589535889,0.722708482888628
"469.jpg",0.124254176426341,0.648729176131211,0.227016647442448
"42.jpg",0.0280310167606289,0.871088893247184,0.100880089992187
"64.jpg",0.507794655510802,0.426782827372314,0.0654225171168845
"26.jpg",0.536112917118282,0.443895921704272,0.0199911611774463
"409.jpg",0.0199297397871706,0.132783671288972,0.847286588923857
"311.jpg",0.0430252782349493,0.092496492872252,0.864478228892799
"399.jpg",0.116658250243026,0.420373003764066,0.462968745992908
"427.jpg",0.0198180016688764,0.390651938844945,0.589530059486178
"260.jpg",0.377149539164565,0.538155997014972,0.0846944638204627
"511.jpg",0.199025729255047,0.203077489275173,0.59789678146978
"293.jpg",0.72945883063877,0.183258687950585,0.0872824814106449
"30.jpg",0.385758913412226,0.462834330628223,0.151406755959552
"310.jpg",0.0542351129321832,0.786459758625599,0.159305128442217
"131.jpg",0.0419335098514897,0.150816407115697,0.807250083032813
"152.jpg",0.0218360265268641,0.678587227527115,0.299576745946021
"441.jpg",0.0450629676520565,0.705327645808625,0.249609386539319
"388.jpg",0.148652696529295,0.232308923143541,0.619038380327164
"247.jpg",0.203181469582821,0.335275724616831,0.461542805800348
"17.jpg",0.371458717542808,0.585971368535573,0.0425699139216185
"108.jpg",0.0302306323422623,0.123599217199521,0.846170150458217
"89.jpg",0.112167557056831,0.764111144152588,0.123721298790582
"478.jpg",0.324242268863664,0.580123790802657,0.0956339403336796
"62.jpg",0.0197075534916645,0.163283853120075,0.81700859338826
"239.jpg",0.0406810313618929,0.939511493933942,0.0198074747041655
"172.jpg",0.0703591433671606,0.462033628238289,0.467607228394551
"504.jpg",0.0283270577185073,0.0600592804339846,0.911613661847508
"452.jpg",0.0197735475671384,0.0938889771745298,0.886337475258332
"337.jpg",0.264785714888144,0.173044239671064,0.562170045440792
"500.jpg",0.113377620877433,0.758013997585258,0.128608381537309
"92.jpg",0.0197560039864257,0.0842715873384546,0.89597240867512
"237.jpg",0.0197096646818752,0.140897749757923,0.839392585560201
"143.jpg",0.0713529427147698,0.348512972168808,0.580134085116422
"211.jpg",0.113065983744592,0.851640905488602,0.0352931107668053
"50.jpg",0.142409337424958,0.365887338431913,0.491703324143129
"488.jpg",0.440718237118989,0.430295739752222,0.128986023128788
"498.jpg",0.621290472529217,0.267629102816072,0.111080424654712
"501.jpg",0.436170510273932,0.524500419860708,0.0393290698653607
"304.jpg",0.855392457887403,0.124800024584458,0.0198075175281386
"163.jpg",0.190891898085369,0.45548317780408,0.353624924110551
"145.jpg",0.141827825958753,0.154347752163872,0.703824421877375
"141.jpg",0.14222850547847,0.247432366166794,0.610339128354736
"286.jpg",0.069075922261006,0.780295103054568,0.150628974684426
"221.jpg",0.229457633901741,0.614308760636074,0.156233605462185
"343.jpg",0.0198784237181953,0.260371770245189,0.719749806036616
"497.jpg",0.439284566337538,0.498368445771695,0.0623469878907664
"490.jpg",0.147456838032993,0.810100367552156,0.0424427944148508
"178.jpg",0.105983475729837,0.140116575511746,0.753899948758418
"507.jpg",0.0579981996640937,0.564478999724674,0.377522800611233
"320.jpg",0.2278431952,0.637545824051,0.134610980749
"75.jpg",0.314435725153959,0.665622843586328,0.0199414312597126
"59.jpg",0.756380594644226,0.188421347921926,0.0551980574338481
"253.jpg",0.112178279278319,0.597138753575438,0.290682967146242
"98.jpg",0.286804449389759,0.671035078843877,0.0421604717663645
"414.jpg",0.0324119528998867,0.182091422389797,0.785496624710316
"364.jpg",0.0811904394981781,0.397968065678443,0.520841494823379
"45.jpg",0.0217820424181266,0.519417165742482,0.458800791839392
"405.jpg",0.125345139979827,0.854743309414407,0.0199115506057658
"0.jpg",0.255472235218416,0.388406175720719,0.356121589060864
"321.jpg",0.211868259487049,0.596490332432302,0.191641408080649
"437.jpg",0.255102016183627,0.691783329599734,0.0531146542166389
"23.jpg",0.428812640046526,0.365903873267333,0.205283486686142
"97.jpg",0.236425359408841,0.567845438368038,0.195729202223122
"115.jpg",0.113999146640403,0.745786987118944,0.140213866240654
"502.jpg",0.170751065016,0.3900590837,0.439189851284
"72.jpg",0.0587924870077856,0.89770103110671,0.0435064818855048
"353.jpg",0.019855551662174,0.167657616103301,0.812486832234525
"455.jpg",0.510457471324654,0.198890632358339,0.290651896317008
"234.jpg",0.17758846283,0.225035190582,0.597376346588
"22.jpg",0.0552631860697195,0.630226516359828,0.314510297570452
"371.jpg",0.863299443780705,0.0324034830379758,0.104297073181319
"438.jpg",0.021478546582423,0.958640500976252,0.0198809524413251
"224.jpg",0.0977103902865867,0.384889441052867,0.517400168660547
"185.jpg",0.496681883832113,0.348269055732114,0.155049060435772
"149.jpg",0.132821061183667,0.538792284655175,0.328386654161158
"335.jpg",0.0197071294270586,0.0514340631459249,0.928858807427017
"402.jpg",0.269019428923927,0.586397358572493,0.144583212503579
"21.jpg",0.0457986237778407,0.923771594605356,0.0304297816168037
"309.jpg",0.0807262200009148,0.358792716878702,0.560481063120384
"468.jpg",0.286348279024038,0.634433379256118,0.0792183417198437
"48.jpg",0.0250981974032008,0.0789958751850395,0.89590592741176
"509.jpg",0.0387842707809261,0.941537086665939,0.0196786425531349
"261.jpg",0.527623522409559,0.432958772041506,0.0394177055489354
"105.jpg",0.107166066766,0.673972189426,0.218861743808
"485.jpg",0.0198471013054705,0.131911521642696,0.848241377051834
"317.jpg",0.212586313486,0.433151721954,0.35426196456
"37.jpg",0.301144370470705,0.530385748457556,0.168469881071739
"69.jpg",0.476710743855467,0.366342132781864,0.156947123362669
"136.jpg",0.0715815174735594,0.794943183848823,0.133475298677618
"218.jpg",0.153325883199099,0.765641632840538,0.0810324839603631
"44.jpg",0.0994302034378199,0.611217021942122,0.289352774620058
"444.jpg",0.176330360816781,0.803735839848451,0.0199337993347683
"387.jpg",0.104708197853514,0.683523794517376,0.21176800762911
"389.jpg",0.133422944945337,0.833688283970995,0.0328887710836676
"287.jpg",0.0358934890765313,0.281163039965166,0.682943470958303
"68.jpg",0.248311549425,0.453206539154,0.298481911421
"449.jpg",0.36914151907,0.322770178318,0.308088302612
"82.jpg",0.407633563136714,0.497029315968082,0.0953371208952039
"407.jpg",0.5945637071058,0.384459992158591,0.0209763007356094
"292.jpg",0.332868571089925,0.226723622877591,0.440407806032483
"436.jpg",0.271311585177814,0.519905336498109,0.208783078324077
"460.jpg",0.426293363579405,0.52938233622814,0.0443243001924544
"11.jpg",0.114070254983636,0.176922579911824,0.709007165104541
"91.jpg",0.911864136312609,0.0684677483912066,0.019668115296184
"76.jpg",0.0198409881583279,0.284510838561273,0.6956481732804
"326.jpg",0.0256494600809412,0.140017236770138,0.834333303148921
"375.jpg",0.457373298466233,0.522953481068876,0.0196732204648912
"202.jpg",0.295613953339887,0.302450367881626,0.401935678778487
"315.jpg",0.236729234457,0.561859548092,0.201411217451
"283.jpg",0.0794806045216166,0.32182178380837,0.598697611670013
"80.jpg",0.437926676587052,0.50076764448883,0.0613056789241175
"306.jpg",0.325320392847,0.359022289515,0.315657317638
"440.jpg",0.0907790823396991,0.176473769194636,0.732747148465665
"140.jpg",0.0471775123744504,0.836003425851364,0.116819061774186
"461.jpg",0.0497453298363375,0.558963013268277,0.391291656895386
"291.jpg",0.819459554789497,0.160728155669613,0.01981228954089
"285.jpg",0.553305196315578,0.412449350674973,0.0342454530094491
"180.jpg",0.171201740837154,0.507033840031623,0.321764419131223
"477.jpg",0.92881786859922,0.0513191571737992,0.0198629742269803
"35.jpg",0.130989287226874,0.417050374062352,0.451960338710774
"123.jpg",0.181811356070551,0.795302482115609,0.0228861618138404
"263.jpg",0.44532307650612,0.478011127725578,0.0766657957683015
"25.jpg",0.504408642518109,0.33072443810942,0.164866919372471
"272.jpg",0.400016021729277,0.391466808064494,0.208517170206229
"187.jpg",0.116698900609209,0.236891497512239,0.646409601878552
"344.jpg",0.912323564978698,0.0676965183720137,0.0199799166492882
"459.jpg",0.432086889804349,0.529578691678995,0.0383344185166561
"342.jpg",0.133737666402175,0.490794263917675,0.37546806968015
"102.jpg",0.238903369258697,0.428254802298274,0.332841828443028
"109.jpg",0.0348005407855355,0.164529964940891,0.800669494273574
"476.jpg",0.0216751464243372,0.146490611598057,0.831834241977606
"425.jpg",0.0624558515847062,0.0334600619972033,0.90408408641809
"318.jpg",0.101657944966691,0.813010120779978,0.0853319342533306
"41.jpg",0.0199688285564828,0.277127100806137,0.702904070637381
"361.jpg",0.196257686503872,0.317355284611822,0.486387028884306
"3.jpg",0.0376927924327661,0.439385232036316,0.522921975530917
"20.jpg",0.546012597283889,0.430985238214594,0.0230021645015177
"355.jpg",0.776966296940227,0.153708313515831,0.0693253895439422
"284.jpg",0.153034925460847,0.306106269359694,0.540858805179459
"104.jpg",0.150418132544,0.700429201126,0.14915266633
"94.jpg",0.281361218074436,0.631421139368194,0.0872176425573699
"395.jpg",0.107855308290282,0.827208722448309,0.0649359692614088
"198.jpg",0.0358469978397983,0.391354677789862,0.57279832437034
"130.jpg",0.823908698914899,0.12931315793587,0.0467781431492318
"366.jpg",0.140815692258295,0.17801961568067,0.681164692061035
"13.jpg",0.161258854214084,0.265781390706509,0.572959755079407
"484.jpg",0.0196094470252445,0.0196094470252445,0.960781105949511
"496.jpg",0.412518680095587,0.264185190200736,0.323296129703677
"369.jpg",0.0882774131256694,0.530677489479322,0.381045097395009
"456.jpg",0.229529854214845,0.705941249341981,0.0645288964431743
"19.jpg",0.123222688292576,0.373721880895511,0.503055430811913
"199.jpg",0.0816734320674046,0.506876729736265,0.41144983819633
"133.jpg",0.0698107066863817,0.0900253376350028,0.840163955678616
